customer_id,first_name,last_name,email,city,state,signup_date,account_status
CUST0101,Tobi,Adeleke,tobi.adeleke466@yahoo.com,Port Harcourt,Rivers,2023-04-29,Active
CUST0102,Obinna,Okafor,obinna.okafor674@gmail.com,Ibadan,Oyo,2023-02-25,Active
CUST0103,Ada,Nnamdi,ada.nnamdi779@yahoo.com,Kano,Kano,2023-05-15,Active
CUST0104,Ada,Bello,ada.bello30@gmail.com,Ibadan,Oyo,2023-09-03,Active
CUST0105,Tobi,Adegoke,tobi.adegoke96@yahoo.com,Kano,Kano,2023-04-27,Active
CUST0106,Tunde,Babangida,tunde.babangida956@gmail.com,Kano,Kano,2023-10-07,Active
CUST0107,Funmi,Nnamdi,funmi.nnamdi565@yahoo.com,Ibadan,Oyo,2024-09-05,Active
CUST0108,Kola,Adegoke,kola.adegoke349@gmail.com,Ibadan,Oyo,2023-01-03,Active
CUST0109,Ayo,Babangida,ayo.babangida887@yahoo.com,Port Harcourt,Rivers,2023-12-20,Active
CUST0110,Blessing,Abubakar,blessing.abubakar891@yahoo.com,Abuja,FCT,2024-08-08,Active
CUST0111,Titi,Babangida,titi.babangida723@gmail.com,Lagos,Lagos,2024-11-10,Active
CUST0112,Ada,Adeleke,ada.adeleke130@gmail.com,Ibadan,Oyo,2023-04-13,Active
CUST0113,Blessing,Nnamdi,blessing.nnamdi16@gmail.com,Lagos,Lagos,2024-11-01,Active
CUST0114,Kola,Abubakar,kola.abubakar639@gmail.com,Abuja,FCT,2023-12-03,Active
CUST0115,Femi,Babangida,femi.babangida894@gmail.com,Ibadan,Oyo,2023-08-29,Active
CUST0116,Titi,Musa,titi.musa445@gmail.com,Ibadan,Oyo,2023-04-13,Active
CUST0117,Ngozi,Abubakar,ngozi.abubakar816@yahoo.com,Ibadan,Oyo,2024-03-17,Active
CUST0118,Chioma,Okonkwo,chioma.okonkwo175@yahoo.com,Kano,Kano,2024-01-27,Active
CUST0119,Ayo,Eze,ayo.eze238@gmail.com,Abuja,FCT,2023-09-19,Active
CUST0120,Lola,Taiwo,lola.taiwo162@yahoo.com,Ibadan,Oyo,2024-08-24,Active
CUST0121,Chukwu,Oluwole,chukwu.oluwole204@gmail.com,Kano,Kano,2023-04-20,Active
CUST0122,Gbenga,Oluwole,gbenga.oluwole23@gmail.com,Kano,Kano,2023-10-09,Inactive
CUST0123,Titi,Babangida,titi.babangida853@gmail.com,Ibadan,Oyo,2023-08-24,Active
CUST0124,Yemi,Okorie,yemi.okorie257@gmail.com,Lagos,Lagos,2024-11-06,Active
CUST0125,Oluwaseun,Adeleke,oluwaseun.adeleke317@gmail.com,Kano,Kano,2024-01-09,Active
CUST0126,Ibrahim,Adegoke,ibrahim.adegoke180@yahoo.com,Ibadan,Oyo,2024-01-10,Active
CUST0127,Kola,Babangida,kola.babangida991@gmail.com,Port Harcourt,Rivers,2023-12-13,Active
CUST0128,Tunde,Ibrahim,tunde.ibrahim881@gmail.com,Ibadan,Oyo,2024-02-11,Active
CUST0129,Musa,Okafor,musa.okafor271@gmail.com,Lagos,Lagos,2024-11-19,Active
CUST0130,Obinna,Obi,obinna.obi111@gmail.com,Kano,Kano,2024-09-26,Active
CUST0131,Funmi,Musa,funmi.musa651@gmail.com,Ibadan,Oyo,2023-11-06,Active
CUST0132,Ngozi,Oluwole,ngozi.oluwole505@yahoo.com,Lagos,Lagos,2024-07-04,Active
CUST0133,Titi,Taiwo,titi.taiwo430@gmail.com,Abuja,FCT,2024-02-29,Active
CUST0134,Kola,Adeleke,kola.adeleke707@gmail.com,Kano,Kano,2023-08-30,Active
CUST0135,Fatima,Taiwo,fatima.taiwo924@gmail.com,Ibadan,Oyo,2024-02-12,Active
CUST0136,Obinna,Nnamdi,obinna.nnamdi94@gmail.com,Ibadan,Oyo,2024-09-03,Active
CUST0137,Funmi,Eze,funmi.eze806@gmail.com,Port Harcourt,Rivers,2024-07-21,Active
CUST0138,Funmi,Abubakar,funmi.abubakar793@yahoo.com,Port Harcourt,Rivers,2023-01-03,Active
CUST0139,Tobi,Nwosu,tobi.nwosu818@yahoo.com,Ibadan,Oyo,2023-01-27,Active
CUST0140,Funmi,Fagbemi,funmi.fagbemi332@yahoo.com,Port Harcourt,Rivers,2023-05-10,Active
CUST0141,Chidi,Babangida,chidi.babangida460@gmail.com,Lagos,Lagos,2023-04-22,Active
CUST0142,Ngozi,Lawal,ngozi.lawal309@gmail.com,Ibadan,Oyo,2023-03-04,Active
CUST0143,Amaka,Babangida,amaka.babangida730@gmail.com,Abuja,FCT,2023-03-24,Active
CUST0144,Kola,Okorie,kola.okorie649@gmail.com,Lagos,Lagos,2024-01-26,Active
CUST0145,Segun,Okorie,segun.okorie441@yahoo.com,Lagos,Lagos,2024-11-01,Active
CUST0146,Yemi,Adegoke,yemi.adegoke463@gmail.com,Port Harcourt,Rivers,2024-04-09,Active
CUST0147,Ibrahim,Nwosu,ibrahim.nwosu384@gmail.com,Lagos,Lagos,2024-04-30,Inactive
CUST0148,Amaka,Obi,amaka.obi832@yahoo.com,Lagos,Lagos,2024-07-29,Active
CUST0149,Fatima,Adegoke,fatima.adegoke889@gmail.com,Lagos,Lagos,2023-10-22,Active
CUST0150,Segun,Adeyemi,segun.adeyemi159@gmail.com,Lagos,Lagos,2023-04-21,Active
CUST0151,Uche,Nwosu,uche.nwosu588@yahoo.com,Abuja,FCT,2024-07-28,Active
CUST0152,Lola,Nwosu,lola.nwosu30@yahoo.com,Kano,Kano,2023-11-13,Active
CUST0154,Yemi,Chukwu,yemi.chukwu430@gmail.com,Port Harcourt,Rivers,2023-11-16,Active
CUST0155,Oluwaseun,Adeleke,oluwaseun.adeleke160@yahoo.com,Kano,Kano,2024-11-21,Active
CUST0156,Ada,Okorie,ada.okorie453@gmail.com,Kano,Kano,2024-06-08,Active
CUST0157,Lola,Fagbemi,lola.fagbemi499@gmail.com,Lagos,Lagos,2023-08-14,Active
CUST0158,Yemi,Oluwole,yemi.oluwole969@yahoo.com,Lagos,Lagos,2023-09-19,Active
CUST0159,Titi,Adegoke,titi.adegoke180@yahoo.com,Lagos,Lagos,2023-08-24,Active
CUST0160,Chidi,Chukwu,chidi.chukwu883@gmail.com,Port Harcourt,Rivers,2024-04-15,Active
CUST0161,Ayo,Chukwu,ayo.chukwu727@gmail.com,Kano,Kano,2024-02-19,Inactive
CUST0162,Dayo,Nnamdi,dayo.nnamdi852@gmail.com,Lagos,Lagos,2024-03-23,Active
CUST0163,Musa,Lawal,musa.lawal81@gmail.com,Abuja,FCT,2023-12-14,Active
CUST0164,Femi,Bello,femi.bello544@gmail.com,Lagos,Lagos,2023-12-24,Active
CUST0165,Funmi,Bello,funmi.bello150@yahoo.com,Port Harcourt,Rivers,2023-06-06,Active
CUST0166,Uche,Babangida,uche.babangida476@gmail.com,Lagos,Lagos,2024-04-04,Active
CUST0167,Dayo,Abubakar,dayo.abubakar885@gmail.com,Kano,Kano,2024-03-26,Inactive
CUST0168,Chioma,Nwosu,chioma.nwosu606@yahoo.com,Kano,Kano,2023-11-14,Active
CUST0169,Obinna,Oluwole,obinna.oluwole79@gmail.com,Lagos,Lagos,2023-04-03,Active
CUST0170,Ayo,Taiwo,ayo.taiwo978@gmail.com,Abuja,FCT,2024-04-05,Active
CUST0171,Ada,Lawal,ada.lawal155@gmail.com,Lagos,Lagos,2023-12-18,Active
CUST0172,Bisi,Adeleke,bisi.adeleke254@gmail.com,Abuja,FCT,2024-06-20,Active
CUST0173,Blessing,Oluwole,blessing.oluwole397@gmail.com,Abuja,FCT,2024-09-04,Inactive
CUST0174,Amaka,Taiwo,amaka.taiwo695@gmail.com,Lagos,Lagos,2024-11-03,Active
CUST0175,Ibrahim,Musa,ibrahim.musa597@gmail.com,Ibadan,Oyo,2023-11-14,Active
CUST0176,Gbenga,Musa,gbenga.musa318@gmail.com,Lagos,Lagos,2023-12-03,Active
CUST0177,Titi,Lawal,titi.lawal96@gmail.com,Port Harcourt,Rivers,2024-01-06,Inactive
CUST0178,Yemi,Abubakar,yemi.abubakar971@gmail.com,Lagos,Lagos,2023-05-21,Active
CUST0179,Amaka,Lawal,amaka.lawal790@gmail.com,Port Harcourt,Rivers,2024-06-23,Inactive
CUST0180,Dayo,Eze,dayo.eze612@gmail.com,Ibadan,Oyo,2024-10-01,Active
CUST0181,Ngozi,Adegoke,ngozi.adegoke374@gmail.com,Port Harcourt,Rivers,2024-03-30,Active
CUST0182,Funmi,Oluwole,funmi.oluwole989@gmail.com,Lagos,Lagos,2023-07-18,Active
CUST0183,Chukwu,Oluwole,chukwu.oluwole797@gmail.com,Ibadan,Oyo,2023-06-15,Active
CUST0184,Ngozi,Babangida,ngozi.babangida896@gmail.com,Ibadan,Oyo,2024-06-12,Active
CUST0185,Bisi,Nwosu,bisi.nwosu461@gmail.com,Lagos,Lagos,2024-03-23,Active
CUST0186,Oluwaseun,Obi,oluwaseun.obi953@yahoo.com,Port Harcourt,Rivers,2024-05-29,Active
CUST0187,Fatima,Ibrahim,fatima.ibrahim29@gmail.com,Ibadan,Oyo,2024-10-27,Active
CUST0188,Sade,Babangida,sade.babangida713@gmail.com,Lagos,Lagos,2024-04-25,Active
CUST0189,Emeka,Nwosu,emeka.nwosu221@gmail.com,Ibadan,Oyo,2024-09-15,Active
CUST0190,Funmi,Oluwole,funmi.oluwole125@yahoo.com,Port Harcourt,Rivers,2024-09-29,Active
CUST0191,Ada,Okorie,ada.okorie549@yahoo.com,Port Harcourt,Rivers,2023-09-05,Active
CUST0192,Dayo,Obi,dayo.obi247@gmail.com,Abuja,FCT,2024-11-15,Active
CUST0193,Segun,Taiwo,segun.taiwo520@gmail.com,Lagos,Lagos,2023-01-21,Active
CUST0194,Musa,Obi,musa.obi260@gmail.com,Lagos,Lagos,2023-03-11,Active
CUST0195,Amaka,Fagbemi,amaka.fagbemi753@gmail.com,Kano,Kano,2023-12-27,Active
CUST0196,Lola,Nnamdi,lola.nnamdi713@gmail.com,Port Harcourt,Rivers,2023-05-19,Inactive
CUST0197,Yemi,Adeleke,yemi.adeleke811@yahoo.com,Lagos,Lagos,2023-11-14,Active
CUST0198,Ngozi,Adeyemi,ngozi.adeyemi293@gmail.com,Abuja,FCT,2024-11-02,Active
CUST0199,Aisha,Chukwu,aisha.chukwu762@gmail.com,Port Harcourt,Rivers,2023-12-14,Active
CUST0200,Fatima,Lawal,fatima.lawal274@gmail.com,Kano,Kano,2023-03-22,Active
CUST0201,Ibrahim,Bello,ibrahim.bello82@gmail.com,Abuja,FCT,2024-04-01,Active
CUST0202,Chukwu,Obi,chukwu.obi458@yahoo.com,Lagos,Lagos,2023-12-28,Active
CUST0203,Chioma,Adeleke,chioma.adeleke77@gmail.com,Lagos,Lagos,2024-06-09,Active
CUST0204,Emeka,Eze,emeka.eze870@gmail.com,Lagos,Lagos,2023-02-05,Active
CUST0205,Fatima,Obi,fatima.obi393@gmail.com,Port Harcourt,Rivers,2023-06-07,Active
CUST0206,Uche,Musa,uche.musa588@yahoo.com,Abuja,FCT,2023-11-18,Active
CUST0207,Emeka,Okonkwo,emeka.okonkwo512@gmail.com,Ibadan,Oyo,2023-05-01,Active
CUST0208,Yemi,Okorie,yemi.okorie293@gmail.com,Port Harcourt,Rivers,2023-07-24,Active
CUST0209,Oluwaseun,Nnamdi,oluwaseun.nnamdi90@gmail.com,Abuja,FCT,2023-11-24,Active
CUST0210,Sade,Oluwole,sade.oluwole872@yahoo.com,Abuja,FCT,2024-10-15,Active
CUST0211,Amaka,Adeyemi,amaka.adeyemi812@yahoo.com,Abuja,FCT,2023-01-27,Active
CUST0212,Tobi,Eze,tobi.eze627@gmail.com,Abuja,FCT,2024-02-12,Active
CUST0213,Uche,Adegoke,uche.adegoke844@gmail.com,Abuja,FCT,2023-11-21,Active
CUST0214,Segun,Obi,segun.obi132@gmail.com,Abuja,FCT,2024-10-17,Active
CUST0215,Blessing,Adeleke,blessing.adeleke852@yahoo.com,Abuja,FCT,2023-06-18,Active
CUST0216,Segun,Oluwole,segun.oluwole867@yahoo.com,Lagos,Lagos,2024-07-18,Active
CUST0217,Tobi,Musa,tobi.musa515@gmail.com,Lagos,Lagos,2024-08-17,Active
CUST0218,Oluwaseun,Okorie,oluwaseun.okorie346@gmail.com,Kano,Kano,2023-01-30,Active
CUST0219,Uche,Fagbemi,uche.fagbemi427@gmail.com,Kano,Kano,2024-10-04,Active
CUST0220,Chioma,Chukwu,chioma.chukwu305@gmail.com,Abuja,FCT,2023-06-11,Active
CUST0221,Ibrahim,Okorie,ibrahim.okorie148@gmail.com,Abuja,FCT,2023-12-20,Active
CUST0222,Segun,Taiwo,segun.taiwo109@gmail.com,Port Harcourt,Rivers,2023-10-01,Active
CUST0223,Sade,Chukwu,sade.chukwu885@gmail.com,Lagos,Lagos,2023-06-13,Active
CUST0224,Yemi,Okonkwo,yemi.okonkwo511@gmail.com,Port Harcourt,Rivers,2023-11-12,Active
CUST0225,Segun,Nnamdi,segun.nnamdi990@yahoo.com,Ibadan,Oyo,2023-02-19,Inactive
CUST0226,Obinna,Babangida,obinna.babangida293@gmail.com,Kano,Kano,2024-03-17,Active
CUST0227,Uche,Chukwu,uche.chukwu375@yahoo.com,Port Harcourt,Rivers,2024-07-29,Active
CUST0228,Musa,Lawal,musa.lawal462@gmail.com,Lagos,Lagos,2024-09-30,Active
CUST0229,Amaka,Chukwu,amaka.chukwu383@gmail.com,Lagos,Lagos,2024-01-10,Active
CUST0230,Musa,Lawal,musa.lawal42@yahoo.com,Kano,Kano,2023-12-08,Active
CUST0231,Oluwaseun,Lawal,oluwaseun.lawal144@gmail.com,Lagos,Lagos,2023-06-16,Active
CUST0232,Sade,Fagbemi,sade.fagbemi345@gmail.com,Port Harcourt,Rivers,2024-05-16,Active
CUST0233,Emeka,Obi,emeka.obi340@gmail.com,Abuja,FCT,2024-08-20,Active
CUST0234,Kola,Fagbemi,kola.fagbemi592@yahoo.com,Kano,Kano,2024-05-06,Active
CUST0235,Lola,Ibrahim,lola.ibrahim33@gmail.com,Lagos,Lagos,2023-07-15,Inactive
CUST0236,Aisha,Adeyemi,aisha.adeyemi421@gmail.com,Abuja,FCT,2024-04-27,Active
CUST0237,Segun,Adeyemi,segun.adeyemi575@gmail.com,Port Harcourt,Rivers,2024-06-22,Active
CUST0238,Tobi,Abubakar,tobi.abubakar560@gmail.com,Abuja,FCT,2024-11-28,Active
CUST0239,Yemi,Ibrahim,yemi.ibrahim286@gmail.com,Kano,Kano,2023-11-01,Active
CUST0240,Ada,Abubakar,ada.abubakar492@gmail.com,Kano,Kano,2023-10-08,Active
CUST0241,Musa,Obi,musa.obi978@gmail.com,Ibadan,Oyo,2023-02-13,Active
CUST0242,Chukwu,Nwosu,chukwu.nwosu766@gmail.com,Lagos,Lagos,2024-07-05,Active
CUST0243,Tunde,Bello,tunde.bello631@gmail.com,Kano,Kano,2023-02-21,Active
CUST0244,Ngozi,Bello,ngozi.bello424@gmail.com,Kano,Kano,2024-11-28,Active
CUST0245,Blessing,Okonkwo,blessing.okonkwo417@gmail.com,Ibadan,Oyo,2024-05-02,Active
CUST0246,Sade,Abubakar,sade.abubakar293@gmail.com,Port Harcourt,Rivers,2023-04-02,Active
CUST0247,Titi,Adeleke,titi.adeleke936@gmail.com,Abuja,FCT,2023-06-30,Active
CUST0248,Musa,Babangida,musa.babangida191@gmail.com,Ibadan,Oyo,2023-10-24,Active
CUST0249,Dayo,Bello,dayo.bello951@gmail.com,Lagos,Lagos,2024-10-18,Active
CUST0250,Tunde,Lawal,tunde.lawal480@yahoo.com,Ibadan,Oyo,2023-12-05,Active
CUST0251,Gbenga,Okonkwo,gbenga.okonkwo15@gmail.com,Kano,Kano,2024-08-04,Active
CUST0252,Nkechi,Chukwu,nkechi.chukwu847@gmail.com,Lagos,Lagos,2024-02-15,Active
CUST0253,Ada,Abubakar,ada.abubakar959@yahoo.com,Ibadan,Oyo,2023-08-30,Active
CUST0254,Sade,Fagbemi,sade.fagbemi741@gmail.com,Ibadan,Oyo,2024-01-04,Active
CUST0255,Chukwu,Oluwole,chukwu.oluwole164@gmail.com,Kano,Kano,2023-11-15,Active
CUST0256,Funmi,Ibrahim,funmi.ibrahim981@yahoo.com,Abuja,FCT,2024-09-12,Active
CUST0257,Chioma,Adeyemi,chioma.adeyemi781@yahoo.com,Port Harcourt,Rivers,2023-03-25,Active
CUST0258,Chidi,Fagbemi,chidi.fagbemi115@yahoo.com,Port Harcourt,Rivers,2024-06-01,Active
CUST0259,Ibrahim,Lawal,ibrahim.lawal453@yahoo.com,Lagos,Lagos,2024-08-20,Active
CUST0260,Ngozi,Nnamdi,ngozi.nnamdi136@gmail.com,Abuja,FCT,2023-03-01,Active
CUST0261,Musa,Nwosu,musa.nwosu837@yahoo.com,Port Harcourt,Rivers,2023-03-16,Inactive
CUST0262,Tobi,Adeleke,tobi.adeleke958@gmail.com,Port Harcourt,Rivers,2024-04-28,Inactive
CUST0263,Tunde,Adegoke,tunde.adegoke384@gmail.com,Lagos,Lagos,2024-01-22,Active
CUST0264,Nkechi,Taiwo,nkechi.taiwo137@gmail.com,Ibadan,Oyo,2023-07-02,Active
CUST0266,Obinna,Ibrahim,obinna.ibrahim254@gmail.com,Abuja,FCT,2023-07-13,Active
CUST0267,Lola,Adegoke,lola.adegoke630@gmail.com,Lagos,Lagos,2023-01-17,Active
CUST0268,Ngozi,Nnamdi,ngozi.nnamdi613@gmail.com,Lagos,Lagos,2023-09-08,Active
CUST0269,Tobi,Adeyemi,tobi.adeyemi773@gmail.com,Abuja,FCT,2024-05-30,Active
CUST0270,Titi,Fagbemi,titi.fagbemi327@gmail.com,Port Harcourt,Rivers,2023-11-25,Active
CUST0271,Segun,Ibrahim,segun.ibrahim424@gmail.com,Ibadan,Oyo,2024-08-28,Active
CUST0272,Aisha,Taiwo,aisha.taiwo508@yahoo.com,Kano,Kano,2024-10-20,Active
CUST0273,Aisha,Eze,aisha.eze308@gmail.com,Kano,Kano,2024-04-29,Active
CUST0274,Gbenga,Eze,gbenga.eze826@gmail.com,Lagos,Lagos,2024-02-27,Active
CUST0275,Musa,Ibrahim,musa.ibrahim262@yahoo.com,Abuja,FCT,2024-04-05,Active
CUST0276,Obinna,Adeyemi,obinna.adeyemi53@yahoo.com,Abuja,FCT,2024-09-09,Inactive
CUST0277,Uche,Fagbemi,uche.fagbemi742@gmail.com,Lagos,Lagos,2023-08-02,Active
CUST0278,Blessing,Okafor,blessing.okafor217@gmail.com,Lagos,Lagos,2023-05-01,Active
CUST0279,Gbenga,Okorie,gbenga.okorie721@yahoo.com,Ibadan,Oyo,2024-07-19,Active
CUST0280,Tobi,Obi,tobi.obi316@yahoo.com,Abuja,FCT,2024-05-24,Active
CUST0281,Ibrahim,Adeyemi,ibrahim.adeyemi380@gmail.com,Port Harcourt,Rivers,2023-08-15,Active
CUST0282,Blessing,Fagbemi,blessing.fagbemi594@gmail.com,Lagos,Lagos,2023-07-20,Active
CUST0283,Funmi,Babangida,funmi.babangida564@gmail.com,Kano,Kano,2023-09-21,Active
CUST0284,Femi,Babangida,femi.babangida472@yahoo.com,Ibadan,Oyo,2023-06-23,Active
CUST0285,Oluwaseun,Taiwo,oluwaseun.taiwo658@gmail.com,Lagos,Lagos,2023-03-18,Active
CUST0286,Emeka,Adegoke,emeka.adegoke141@gmail.com,Lagos,Lagos,2023-06-04,Inactive
CUST0287,Ngozi,Okorie,ngozi.okorie654@gmail.com,Abuja,FCT,2024-05-09,Active
CUST0288,Tobi,Adegoke,tobi.adegoke13@yahoo.com,Lagos,Lagos,2024-07-02,Active
CUST0289,Gbenga,Adegoke,gbenga.adegoke826@gmail.com,Abuja,FCT,2023-04-09,Active
CUST0290,Segun,Nwosu,segun.nwosu835@gmail.com,Lagos,Lagos,2023-03-22,Active
CUST0291,Funmi,Ibrahim,funmi.ibrahim308@gmail.com,Abuja,FCT,2024-10-31,Active
CUST0292,Musa,Chukwu,musa.chukwu566@gmail.com,Lagos,Lagos,2023-06-25,Active
CUST0293,Ibrahim,Fagbemi,ibrahim.fagbemi879@gmail.com,Kano,Kano,2023-02-13,Active
CUST0294,Blessing,Musa,blessing.musa701@gmail.com,Lagos,Lagos,2024-07-31,Active
CUST0295,Ibrahim,Okafor,ibrahim.okafor985@yahoo.com,Ibadan,Oyo,2024-02-12,Active
CUST0265,Titi,Ibrahim,,Abuja,FCT,2023-11-02,Active
CUST0296,Funmi,Fagbemi,funmi.fagbemi855@gmail.com,Lagos,Lagos,2024-07-07,Active
CUST0297,Gbenga,Musa,gbenga.musa513@gmail.com,Lagos,Lagos,2023-04-11,Active
CUST0298,Uche,Okorie,uche.okorie978@gmail.com,Lagos,Lagos,2023-12-01,Inactive
CUST0299,Chukwu,Babangida,chukwu.babangida234@gmail.com,Port Harcourt,Rivers,2024-03-18,Active
CUST0300,Chidi,Okorie,chidi.okorie303@gmail.com,Kano,Kano,2023-03-26,Active
CUST0301,Femi,Eze,femi.eze758@gmail.com,Port Harcourt,Rivers,2023-04-04,Inactive
CUST0302,Uche,Nwosu,uche.nwosu105@yahoo.com,Abuja,FCT,2024-04-04,Active
CUST0303,Chidi,Obi,chidi.obi568@yahoo.com,Lagos,Lagos,2023-11-29,Active
CUST0304,Musa,Musa,musa.musa743@gmail.com,Lagos,Lagos,2023-09-06,Active
CUST0305,Bisi,Eze,bisi.eze276@gmail.com,Kano,Kano,2023-03-06,Active
CUST0306,Ada,Musa,ada.musa370@yahoo.com,Abuja,FCT,2024-10-02,Active
CUST0307,Tunde,Oluwole,tunde.oluwole7@gmail.com,Abuja,FCT,2024-09-27,Active
CUST0308,Aisha,Okorie,aisha.okorie140@gmail.com,Abuja,FCT,2023-07-25,Active
CUST0309,Ibrahim,Oluwole,ibrahim.oluwole753@gmail.com,Ibadan,Oyo,2024-08-12,Active
CUST0310,Obinna,Chukwu,obinna.chukwu374@yahoo.com,Abuja,FCT,2024-08-29,Active
CUST0311,Tobi,Okafor,tobi.okafor976@gmail.com,Kano,Kano,2023-08-03,Active
CUST0312,Chidi,Adegoke,chidi.adegoke690@gmail.com,Port Harcourt,Rivers,2023-09-05,Active
CUST0313,Chioma,Chukwu,chioma.chukwu76@gmail.com,Port Harcourt,Rivers,2024-08-19,Active
CUST0314,Nkechi,Adegoke,nkechi.adegoke557@yahoo.com,Ibadan,Oyo,2024-07-03,Active
CUST0315,Funmi,Obi,funmi.obi171@gmail.com,Lagos,Lagos,2024-10-22,Active
CUST0316,Ibrahim,Adegoke,ibrahim.adegoke109@yahoo.com,Ibadan,Oyo,2024-06-06,Active
CUST0317,Musa,Nnamdi,musa.nnamdi791@gmail.com,Abuja,FCT,2023-06-04,Active
CUST0318,Sade,Adegoke,sade.adegoke943@gmail.com,Abuja,FCT,2023-05-26,Active
CUST0319,Yemi,Lawal,yemi.lawal495@gmail.com,Abuja,FCT,2024-04-08,Active
CUST0320,Gbenga,Bello,gbenga.bello24@gmail.com,Lagos,Lagos,2024-11-24,Active
CUST0321,Bisi,Taiwo,bisi.taiwo164@gmail.com,Lagos,Lagos,2024-04-18,Active
CUST0322,Bisi,Adegoke,bisi.adegoke406@yahoo.com,Kano,Kano,2023-07-22,Active
CUST0323,Gbenga,Adeyemi,gbenga.adeyemi211@yahoo.com,Abuja,FCT,2023-03-06,Active
